;Codigo;Descripcion_aperturas;Clasificador;Periodo;Indice_IPC;v_m_IPC;v_i_a_IPC;Region
21254;01.2.1;Café, té, yerba y cacao;Clase;202309;2674,965;12,6;135,7;Patagonia
21255;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202309;1915,377;11,9;129,3;Pampeana
21256;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202309;2239,462;13,6;180,8;Noreste
21257;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202309;2061,897;14,1;181,1;Noroeste
21258;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202309;2012,7;11,3;131,2;Cuyo
21259;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202309;1984,665;11,6;130,7;Patagonia
21286;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202309;2566,469;13,7;159,3;GBA
21306;11.1;Restaurantes y comidas fuera del hogar;Grupos;202309;2563,012;14,1;159,4;GBA
21314;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202309;2685,619;15;173,1;GBA
21315;01.2.1;Café, té, yerba y cacao;Clase;202309;2533,65;11,5;126,8;GBA
21316;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202309;1721,246;13,2;147,8;GBA
21375;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202310;2810,992;8,7;170,4;Pampeana
21376;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202310;2808,25;9,7;162,8;Noreste
21377;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202310;2959,718;9,1;165,9;Noroeste
21378;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202310;2965,448;8,2;162,9;Cuyo
21379;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202310;2634,176;8,4;163,2;Patagonia
21465;11.1;Restaurantes y comidas fuera del hogar;Grupos;202310;2820,045;9,1;172,6;Pampeana
21466;11.1;Restaurantes y comidas fuera del hogar;Grupos;202310;2814,566;10;164,1;Noreste
21467;11.1;Restaurantes y comidas fuera del hogar;Grupos;202310;2968,531;9,4;167,1;Noroeste
21468;11.1;Restaurantes y comidas fuera del hogar;Grupos;202310;2986,45;8,8;165,5;Cuyo
21469;11.1;Restaurantes y comidas fuera del hogar;Grupos;202310;2637,361;8,8;165,3;Patagonia
21505;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202310;3417,487;10,9;195,9;Pampeana
21506;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202310;4455,36;7,9;240,5;Noreste
21507;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202310;4189,969;9,6;236,1;Noroeste
21508;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202310;3820,519;11,1;217,9;Cuyo
21509;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202310;3256,833;11,8;202,3;Patagonia
21510;01.2.1;Café, té, yerba y cacao;Clase;202310;2911,21;9,5;141,7;Pampeana
21511;01.2.1;Café, té, yerba y cacao;Clase;202310;3028,298;5;142,7;Noreste
21512;01.2.1;Café, té, yerba y cacao;Clase;202310;2832,154;8,7;148,1;Noroeste
21513;01.2.1;Café, té, yerba y cacao;Clase;202310;2823,508;10,3;145,1;Cuyo
21514;01.2.1;Café, té, yerba y cacao;Clase;202310;2876,978;7,6;132,8;Patagonia
21515;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202310;2163,586;13;144,7;Pampeana
21516;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202310;2363,225;5,5;180;Noreste
21517;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202310;2217,873;7,6;180,2;Noroeste
21518;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202310;2271,999;12,9;147,3;Cuyo
21519;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202310;2197,082;10,7;139,8;Patagonia
21546;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202310;2792,19;8,8;161,2;GBA
21566;11.1;Restaurantes y comidas fuera del hogar;Grupos;202310;2805,223;9,5;164;GBA
21574;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202310;3045,692;13,4;194,6;GBA
21575;01.2.1;Café, té, yerba y cacao;Clase;202310;2723,421;7,5;135,9;GBA
21576;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202310;1889,886;9,8;145;GBA
21635;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202311;3152,504;12,1;186,2;Pampeana
21636;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202311;3130,614;11,5;178,8;Noreste
21637;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202311;3258,804;10,1;179,9;Noroeste
21638;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202311;3258,566;9,9;176,8;Cuyo
21639;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202311;2938,967;11,6;177,4;Patagonia
21725;11.1;Restaurantes y comidas fuera del hogar;Grupos;202311;3164,09;12,2;188,7;Pampeana
21726;11.1;Restaurantes y comidas fuera del hogar;Grupos;202311;3138,265;11,5;180,4;Noreste
21727;11.1;Restaurantes y comidas fuera del hogar;Grupos;202311;3268,322;10,1;181,2;Noroeste
21728;11.1;Restaurantes y comidas fuera del hogar;Grupos;202311;3280,93;9,9;179,8;Cuyo
21729;11.1;Restaurantes y comidas fuera del hogar;Grupos;202311;2943,471;11,6;179,6;Patagonia
21765;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202311;3824,215;11,9;215,4;Pampeana
21766;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202311;4879,617;9,5;256,8;Noreste
21767;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202311;4548,924;8,6;253,5;Noroeste
21768;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202311;4253,221;11,3;238,8;Cuyo
21769;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202311;3590,882;10,3;214,7;Patagonia
21770;01.2.1;Café, té, yerba y cacao;Clase;202311;3373,177;15,9;168,4;Pampeana
21771;01.2.1;Café, té, yerba y cacao;Clase;202311;3496,87;15,5;171,6;Noreste
21772;01.2.1;Café, té, yerba y cacao;Clase;202311;3236,591;14,3;171,2;Noroeste
21773;01.2.1;Café, té, yerba y cacao;Clase;202311;3243,615;14,9;165,2;Cuyo
21774;01.2.1;Café, té, yerba y cacao;Clase;202311;3282,524;14,1;152,8;Patagonia
21775;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202311;2673,053;23,5;184;Pampeana
21776;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202311;2785,458;17,9;204,5;Noreste
21777;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202311;2479,56;11,8;184,7;Noroeste
21778;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202311;2651,441;16,7;171,4;Cuyo
21779;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202311;2636,287;20;162,9;Patagonia
21806;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202311;3144,99;12,6;178,8;GBA
21826;11.1;Restaurantes y comidas fuera del hogar;Grupos;202311;3162,521;12,7;182,2;GBA
21834;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202311;3391,733;11,4;213,6;GBA
21835;01.2.1;Café, té, yerba y cacao;Clase;202311;3123,918;14,7;157,2;GBA
21836;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202311;2694,182;42,6;228,7;GBA
21895;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202312;3787,871;20,2;222,3;Pampeana
21896;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202312;3912,154;25;224,3;Noreste
21897;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202312;3917,946;20,2;216;Noroeste
21898;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202312;4026,462;23,6;215,3;Cuyo
21899;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202312;3535,37;20,3;210,8;Patagonia
21985;11.1;Restaurantes y comidas fuera del hogar;Grupos;202312;3809,94;20,4;226,1;Pampeana
21986;11.1;Restaurantes y comidas fuera del hogar;Grupos;202312;3930,623;25,2;226,9;Noreste
21987;11.1;Restaurantes y comidas fuera del hogar;Grupos;202312;3934,558;20,4;218,1;Noroeste
21988;11.1;Restaurantes y comidas fuera del hogar;Grupos;202312;4070,863;24,1;220;Cuyo
21989;11.1;Restaurantes y comidas fuera del hogar;Grupos;202312;3549,122;20,6;214,2;Patagonia
22025;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202312;4675,538;22,3;269,8;Pampeana
22026;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202312;5693,367;16,7;304,7;Noreste
22027;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202312;5318,403;16,9;296,8;Noroeste
22028;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202312;5100,456;19,9;289,4;Cuyo
22029;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202312;4298,534;19,7;262,2;Patagonia
22030;01.2.1;Café, té, yerba y cacao;Clase;202312;4579,951;35,8;252,7;Pampeana
22031;01.2.1;Café, té, yerba y cacao;Clase;202312;4589,097;31,2;247,7;Noreste
22032;01.2.1;Café, té, yerba y cacao;Clase;202312;4179,496;29,1;237,2;Noroeste
22033;01.2.1;Café, té, yerba y cacao;Clase;202312;4275,11;31,8;230,4;Cuyo
22034;01.2.1;Café, té, yerba y cacao;Clase;202312;4553,352;38,7;240,1;Patagonia
22035;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202312;3548,777;32,8;253,1;Pampeana
22036;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202312;3531,488;26,8;267,9;Noreste
22037;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202312;3231,669;30,3;252,5;Noroeste
22038;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202312;3662,971;38,2;252;Cuyo
22039;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202312;3762,971;42,7;253,2;Patagonia
22066;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202312;3851,655;22,5;217,9;GBA
22086;11.1;Restaurantes y comidas fuera del hogar;Grupos;202312;3889,072;23;223,2;GBA
22094;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202312;4240,54;25;277;GBA
22095;01.2.1;Café, té, yerba y cacao;Clase;202312;4209,681;34,8;235,1;GBA
22096;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202312;3539,55;31,4;295,2;GBA
22155;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202401;4541,157;19,9;263,4;Pampeana
22156;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202401;4702,93;20,2;271,8;Noreste
22157;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202401;4703,97;20,1;248,4;Noroeste
22158;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202401;4848,85;20,4;252,7;Cuyo
22159;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202401;4222,403;19,4;242,9;Patagonia
22245;11.1;Restaurantes y comidas fuera del hogar;Grupos;202401;4513,895;18,5;263,9;Pampeana
22246;11.1;Restaurantes y comidas fuera del hogar;Grupos;202401;4687,517;19,3;272,4;Noreste
22247;11.1;Restaurantes y comidas fuera del hogar;Grupos;202401;4690,229;19,2;248,4;Noroeste
22248;11.1;Restaurantes y comidas fuera del hogar;Grupos;202401;4823,684;18,5;252,9;Cuyo
22249;11.1;Restaurantes y comidas fuera del hogar;Grupos;202401;4184,266;17,9;242,6;Patagonia
22285;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202401;5825,921;24,6;335,3;Pampeana
22286;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202401;6700,24;17,7;342,5;Noreste
22287;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202401;6275,398;18;341,9;Noroeste
22288;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202401;6000,417;17,6;336,4;Cuyo
22289;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202401;5697,963;32,6;360;Patagonia
22290;01.2.1;Café, té, yerba y cacao;Clase;202401;5828,898;27,3;333,5;Pampeana
22291;01.2.1;Café, té, yerba y cacao;Clase;202401;5524,373;20,4;302,9;Noreste
22292;01.2.1;Café, té, yerba y cacao;Clase;202401;5473,818;31;317,7;Noroeste
22293;01.2.1;Café, té, yerba y cacao;Clase;202401;5887,299;37,7;335,7;Cuyo
22294;01.2.1;Café, té, yerba y cacao;Clase;202401;5906,125;29,7;330,3;Patagonia
22295;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202401;4608,295;29,9;336;Pampeana
22296;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202401;4707,048;33,3;354,8;Noreste
22297;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202401;4739,752;46,7;390,1;Noroeste
22298;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202401;4690,914;28,1;325;Cuyo
22299;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202401;4857,352;29,1;330,9;Patagonia
22326;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202401;4576,084;18,8;258,1;GBA
22346;11.1;Restaurantes y comidas fuera del hogar;Grupos;202401;4535,722;16,6;258,6;GBA
22354;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202401;5178,257;22,1;339,5;GBA
22355;01.2.1;Café, té, yerba y cacao;Clase;202401;5705,958;35,5;336,3;GBA
22356;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202401;4251,866;20,1;331,6;GBA
22415;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202402;5081,162;11,9;281;Pampeana
22416;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202402;5198,593;10,5;274,1;Noreste
22417;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202402;5310,272;12,9;265,9;Noroeste
22418;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202402;5578,799;15,1;269,9;Cuyo
22419;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202402;4684,245;10,9;256,5;Patagonia
22505;11.1;Restaurantes y comidas fuera del hogar;Grupos;202402;5086,661;12,7;282,9;Pampeana
22506;11.1;Restaurantes y comidas fuera del hogar;Grupos;202402;5205,224;11;275,2;Noreste
22507;11.1;Restaurantes y comidas fuera del hogar;Grupos;202402;5318,533;13,4;266,6;Noroeste
22508;11.1;Restaurantes y comidas fuera del hogar;Grupos;202402;5611,451;16,3;271,8;Cuyo
22509;11.1;Restaurantes y comidas fuera del hogar;Grupos;202402;4676,47;11,8;257,5;Patagonia
22545;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202402;6290,741;8;343,3;Pampeana
22546;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202402;6874,289;2,6;322,5;Noreste
22547;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202402;6639,511;5,8;329,5;Noroeste
22548;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202402;6449,604;7,5;346,5;Cuyo
22549;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202402;6127,273;7,5;367,9;Patagonia
22550;01.2.1;Café, té, yerba y cacao;Clase;202402;6532,255;12,1;361,9;Pampeana
22551;01.2.1;Café, té, yerba y cacao;Clase;202402;6286,049;13,8;339,1;Noreste
22552;01.2.1;Café, té, yerba y cacao;Clase;202402;6224,325;13,7;352,3;Noroeste
22553;01.2.1;Café, té, yerba y cacao;Clase;202402;6773,504;15,1;370,4;Cuyo
22554;01.2.1;Café, té, yerba y cacao;Clase;202402;6703,728;13,5;364,8;Patagonia
22555;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202402;5381,26;16,8;380,2;Pampeana
22556;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202402;5339,448;13,4;373,8;Noreste
22557;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202402;5382,374;13,6;410;Noroeste
22558;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202402;5512,972;17,5;379,2;Cuyo
22559;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202402;5751,267;18,4;382,8;Patagonia
22586;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202402;5029,319;9,9;265,2;GBA
22606;11.1;Restaurantes y comidas fuera del hogar;Grupos;202402;5035,152;11;267,1;GBA
22614;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202402;5677,806;9,6;350;GBA
22615;01.2.1;Café, té, yerba y cacao;Clase;202402;6469,888;13,4;369,3;GBA
22616;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202402;4821,555;13,4;365,7;GBA
22675;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202403;5543,647;9,1;283,7;Pampeana
22676;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202403;5637,219;8,4;278;Noreste
22677;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202403;5727,839;7,9;264,8;Noroeste
22678;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202403;5991,337;7,4;261,9;Cuyo
22679;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202403;5197,545;11;274,3;Patagonia
22765;11.1;Restaurantes y comidas fuera del hogar;Grupos;202403;5572,588;9,6;286,5;Pampeana
22766;11.1;Restaurantes y comidas fuera del hogar;Grupos;202403;5659,809;8,7;279,7;Noreste
22767;11.1;Restaurantes y comidas fuera del hogar;Grupos;202403;5749,909;8,1;266;Noroeste
22768;11.1;Restaurantes y comidas fuera del hogar;Grupos;202403;6056,206;7,9;264,4;Cuyo
22769;11.1;Restaurantes y comidas fuera del hogar;Grupos;202403;5215,077;11,5;276,9;Patagonia
22805;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202403;6633,78;5,5;331,1;Pampeana
22806;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202403;6910,827;0,5;284,1;Noreste
22807;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202403;6811,908;2,6;295,8;Noroeste
22808;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202403;6661,886;3,3;316,5;Cuyo
22809;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202403;6358,581;3,8;354,9;Patagonia
22810;01.2.1;Café, té, yerba y cacao;Clase;202403;7117,993;9;377,9;Pampeana
22811;01.2.1;Café, té, yerba y cacao;Clase;202403;6899,644;9,8;360,8;Noreste
22812;01.2.1;Café, té, yerba y cacao;Clase;202403;6807,369;9,4;361;Noroeste
22813;01.2.1;Café, té, yerba y cacao;Clase;202403;7221,034;6,6;373,1;Cuyo
22814;01.2.1;Café, té, yerba y cacao;Clase;202403;7332,802;9,4;383,2;Patagonia
22815;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202403;5898,931;9,6;398,2;Pampeana
22816;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202403;5967,048;11,8;402,3;Noreste
22817;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202403;5839,707;8,5;410;Noroeste
22818;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202403;6019,133;9,2;386,4;Cuyo
22819;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202403;6409,555;11,4;411,3;Patagonia
22846;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202403;5412,406;7,6;265,6;GBA
22866;11.1;Restaurantes y comidas fuera del hogar;Grupos;202403;5450,404;8,2;268,8;GBA
22874;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202403;5999,361;5,7;349,2;GBA
22875;01.2.1;Café, té, yerba y cacao;Clase;202403;7141,263;10,4;388,6;GBA
22876;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202403;5312,986;10,2;386,4;GBA
22935;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202404;5943,991;7,2;271,2;Pampeana
22936;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202404;5939,09;5,4;248,3;Noreste
22937;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202404;6089,871;6,3;250,3;Noroeste
22938;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202404;6381,781;6,5;251,3;Cuyo
22939;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202404;5568,427;7,1;268,1;Patagonia
23025;11.1;Restaurantes y comidas fuera del hogar;Grupos;202404;5988,985;7,5;273,6;Pampeana
23026;11.1;Restaurantes y comidas fuera del hogar;Grupos;202404;5970,681;5,5;249,4;Noreste
23027;11.1;Restaurantes y comidas fuera del hogar;Grupos;202404;6121,239;6,5;251,3;Noroeste
23028;11.1;Restaurantes y comidas fuera del hogar;Grupos;202404;6469,908;6,8;253,5;Cuyo
23029;11.1;Restaurantes y comidas fuera del hogar;Grupos;202404;5601,133;7,4;270,6;Patagonia
23065;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202404;6747,278;1,7;296,2;Pampeana
23066;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202404;7038,157;1,8;248;Noreste
23067;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202404;6798,984;-0,2;253,1;Noroeste
23068;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202404;6627,383;-0,5;279;Cuyo
23069;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202404;6584,26;3,5;331,9;Patagonia
23070;01.2.1;Café, té, yerba y cacao;Clase;202404;7397,526;3,9;355,9;Pampeana
23071;01.2.1;Café, té, yerba y cacao;Clase;202404;7196,501;4,3;329,4;Noreste
23072;01.2.1;Café, té, yerba y cacao;Clase;202404;7070,134;3,9;343,6;Noroeste
23073;01.2.1;Café, té, yerba y cacao;Clase;202404;7525,02;4,2;361;Cuyo
23074;01.2.1;Café, té, yerba y cacao;Clase;202404;7837,638;6,9;379,4;Patagonia
23075;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202404;6092,083;3,3;380,4;Pampeana
23076;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202404;6120,735;2,6;363,9;Noreste
23077;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202404;6083,261;4,2;390,3;Noroeste
23078;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202404;6107,359;1,5;366;Cuyo
23079;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202404;6616,668;3,2;396,8;Patagonia
23106;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202404;5836,324;7,8;262,8;GBA
23126;11.1;Restaurantes y comidas fuera del hogar;Grupos;202404;5900,363;8,3;266;GBA
23134;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202404;6251,695;4,2;324,4;GBA
23135;01.2.1;Café, té, yerba y cacao;Clase;202404;7116,739;-0,3;356,8;GBA
23136;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202404;5573,202;4,9;377,6;GBA
23195;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202405;6283,574;5,7;255,4;Pampeana
23196;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202405;6095,945;2,6;235;Noreste
23197;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202405;6442,54;5,8;239,8;Noroeste
23198;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202405;6628,286;3,9;240,3;Cuyo
23199;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202405;5952,306;6,9;264;Patagonia
23285;11.1;Restaurantes y comidas fuera del hogar;Grupos;202405;6347,174;6;258,8;Pampeana
23286;11.1;Restaurantes y comidas fuera del hogar;Grupos;202405;6136,358;2,8;236,9;Noreste
23287;11.1;Restaurantes y comidas fuera del hogar;Grupos;202405;6485,89;6;241,5;Noroeste
23288;11.1;Restaurantes y comidas fuera del hogar;Grupos;202405;6739,35;4,2;244,2;Cuyo
23289;11.1;Restaurantes y comidas fuera del hogar;Grupos;202405;6005,231;7,2;268;Patagonia
23325;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202405;6811,823;1;255,8;Pampeana
23326;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202405;6849,038;-2,7;189;Noreste
23327;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202405;6794,833;-0,1;196,1;Noroeste
23328;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202405;6540,676;-1,3;217,3;Cuyo
23329;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202405;6767,1;2,8;304,1;Patagonia
23330;01.2.1;Café, té, yerba y cacao;Clase;202405;7426,702;0,4;308,7;Pampeana
23331;01.2.1;Café, té, yerba y cacao;Clase;202405;7299,851;1,4;289,4;Noreste
23332;01.2.1;Café, té, yerba y cacao;Clase;202405;7201,434;1,9;307,7;Noroeste
23333;01.2.1;Café, té, yerba y cacao;Clase;202405;7439,517;-1,1;316,1;Cuyo
23334;01.2.1;Café, té, yerba y cacao;Clase;202405;8239,539;5,1;365,9;Patagonia
23335;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202405;6377,101;4,7;373,7;Pampeana
23336;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202405;6090,001;-0,5;326,5;Noreste
23337;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202405;6164,23;1,3;356;Noroeste
23338;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202405;6450,969;5,6;357,5;Cuyo
23339;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202405;7046,115;6,5;397;Patagonia
23366;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202405;6173,167;5,8;251,3;GBA
23386;11.1;Restaurantes y comidas fuera del hogar;Grupos;202405;6265,84;6,2;256,5;GBA
23394;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202405;6398,018;2,3;284,3;GBA
23395;01.2.1;Café, té, yerba y cacao;Clase;202405;7258,298;2;324,8;GBA
23396;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202405;5623,807;0,9;346,5;GBA
23455;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202406;6645,818;5,8;251,4;Pampeana
23456;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202406;6355,97;4,3;237,2;Noreste
23457;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202406;6808,972;5,7;245,8;Noroeste
23458;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202406;6826,602;3;237,1;Cuyo
23459;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202406;6407,683;7,7;265,2;Patagonia
23545;11.1;Restaurantes y comidas fuera del hogar;Grupos;202406;6694,711;5,5;253,9;Pampeana
23546;11.1;Restaurantes y comidas fuera del hogar;Grupos;202406;6383,62;4;238,6;Noreste
23547;11.1;Restaurantes y comidas fuera del hogar;Grupos;202406;6843,155;5,5;247,1;Noroeste
23548;11.1;Restaurantes y comidas fuera del hogar;Grupos;202406;6907,833;2,5;239,8;Cuyo
23549;11.1;Restaurantes y comidas fuera del hogar;Grupos;202406;6448,923;7,4;268,3;Patagonia
23585;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202406;6895,767;1,2;219,2;Pampeana
